,,ATHLETE,YEAR,MARK,CONV,MEET,MEET DATE,WIND
0,11756,"Kitchen, Michael",SO-2,12.23m,"40' 1.5""",CCIW Outdoor Track & Field Championships,"May 4, 2018",+0.0
